Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,550
Conversion Gain:,1024
Coarse Gain:,64
Fine Gain:,1.50
Upper Discriminator:,1769
Lower Discriminator:,11
Calibration Coefficients:,7.407407407407407E-5,1.6222962962962963,-11.526370370435401
Calibration Channels:,82,157,217
Calibration Energies:,122.0,245.0,344.0
Elapsed Real Time:,53.15
Elapsed Live Time:,40.04
Start Time:,April 24, 2023, 04:08:15
End Time:,April 24, 2023, 04:09:17
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,214,238,24668,4804,14,358

Channel Data:
Channel,Energy,Counts
306,491.8322962962312,13
307,493.49999999993497,11
308,495.1678518517868,22
309,496.83585185178686,19
310,498.50399999993493,16
311,500.17229629623125,16
312,501.84074074067564,15
313,503.5093333332683,6
314,505.17807407400903,19
315,506.8469629628979,8
316,508.51599999993493,14
317,510.1851851851202,13
318,511.8545185184536,16
319,513.523999999935,8
320,515.1936296295646,15
321,516.8634074073424,18
322,518.5333333332683,9
323,520.2034074073424,10
324,521.8736296295646,10
325,523.543999999935,9
326,525.2145185184535,10
327,526.8851851851201,7
328,528.555999999935,8
329,530.226962962898,6
330,531.8980740740091,4
331,533.5693333332683,11
332,535.2407407406757,8
333,536.9122962962314,7
334,538.5839999999349,7
335,540.2558518517868,4
336,541.9278518517868,11
337,543.5999999999349,8
338,545.2722962962313,8
339,546.9447407406757,3
340,548.6173333332683,6
341,550.290074074009,7
342,551.9629629628979,4
343,553.6359999999349,10
344,555.3091851851202,4
345,556.9825185184535,5
346,558.6559999999349,10
347,560.3296296295646,5
348,562.0034074073425,1
349,563.6773333332683,4
350,565.3514074073423,1
351,567.0256296295646,7
352,568.6999999999349,7
353,570.3745185184534,6
354,572.0491851851201,3
355,573.723999999935,0
356,575.3989629628979,4
357,577.074074074009,1
358,578.7493333332683,8
359,580.4247407406757,3
360,582.1002962962312,7
361,583.7759999999349,6
362,585.4518518517868,4
363,587.1278518517869,6
364,588.803999999935,4
365,590.4802962962312,6
366,592.1567407406758,8
367,593.8333333332683,7
368,595.510074074009,9
369,597.186962962898,4
370,598.863999999935,11
371,600.5411851851201,4
372,602.2185185184535,5
373,603.8959999999349,7
374,605.5736296295646,2
375,607.2514074073423,4
376,608.9293333332683,9
377,610.6074074073424,4
378,612.2856296295646,4
379,613.9639999999349,4
380,615.6425185184535,3
381,617.3211851851202,6
382,618.999999999935,7
383,620.6789629628979,7
384,622.3580740740091,4
385,624.0373333332683,3
386,625.7167407406756,4
387,627.3962962962313,6
388,629.075999999935,10
389,630.7558518517868,11
390,632.4358518517868,8
391,634.115999999935,9
392,635.7962962962313,11
393,637.4767407406757,11
394,639.1573333332683,6
395,640.838074074009,4
396,642.518962962898,8
397,644.199999999935,6
398,645.8811851851201,12
399,647.5625185184535,10
400,649.243999999935,5
401,650.9256296295646,8
402,652.6074074073424,7
403,654.2893333332684,11
404,655.9714074073424,7
405,657.6536296295645,13
406,659.335999999935,13
407,661.0185185184536,11
408,662.7011851851202,10
409,664.383999999935,13
410,666.066962962898,7
411,667.750074074009,10
412,669.4333333332684,11
413,671.1167407406757,12
414,672.8002962962313,18
415,674.483999999935,9
416,676.1678518517868,11
417,677.8518518517868,3
418,679.535999999935,4
419,681.2202962962313,3
420,682.9047407406757,8
421,684.5893333332683,9
422,686.274074074009,7
423,687.958962962898,8
424,689.643999999935,3
425,691.3291851851202,2
426,693.0145185184535,6
427,694.699999999935,7
428,696.3856296295646,6
429,698.0714074073423,8
430,699.7573333332683,7
431,701.4434074073424,4
432,703.1296296295645,5
433,704.815999999935,8
434,706.5025185184535,8
435,708.1891851851201,5
436,709.875999999935,7
437,711.5629629628979,5
438,713.250074074009,4
439,714.9373333332683,13
440,716.6247407406757,1
441,718.3122962962312,3
442,719.999999999935,3
443,721.6878518517868,3
444,723.3758518517868,2
445,725.063999999935,3
446,726.7522962962313,1
447,728.4407407406757,2
448,730.1293333332683,1
449,731.8180740740091,3
450,733.5069629628979,4
451,735.195999999935,2
452,736.8851851851201,6
453,738.5745185184535,3
454,740.263999999935,3
455,741.9536296295646,2
456,743.6434074073424,2
457,745.3333333332683,1
458,747.0234074073423,5
459,748.7136296295646,2
460,750.403999999935,4
461,752.0945185184536,3
462,753.7851851851201,1
463,755.475999999935,2
464,757.166962962898,2
465,758.858074074009,2
466,760.5493333332682,3
467,762.2407407406757,3
468,763.9322962962314,2
469,765.6239999999349,0
470,767.3158518517868,0
471,769.0078518517869,0
472,770.699999999935,2
473,772.3922962962313,2
474,774.0847407406757,3
475,775.7773333332683,4
476,777.4700740740091,3
477,779.162962962898,1
478,780.855999999935,1
479,782.5491851851202,1
480,784.2425185184535,1
481,785.935999999935,3
482,787.6296296295646,4
483,789.3234074073424,1
484,791.0173333332683,2
485,792.7114074073423,4
486,794.4056296295646,4
487,796.099999999935,1
488,797.7945185184534,3
489,799.4891851851202,2
490,801.1839999999349,1
491,802.878962962898,3
492,804.574074074009,0
493,806.2693333332683,2
494,807.9647407406758,3
495,809.6602962962313,1
496,811.355999999935,2
497,813.0518518517869,3
498,814.7478518517869,5
499,816.4439999999349,2
500,818.1402962962312,4
501,819.8367407406757,1
502,821.5333333332684,2
503,823.230074074009,1
504,824.926962962898,1
505,826.623999999935,2
506,828.3211851851202,1
507,830.0185185184534,1
508,831.715999999935,0
509,833.4136296295646,1
510,835.1114074073424,2
511,836.8093333332683,1
512,838.5074074073424,0
513,840.2056296295647,0
514,841.903999999935,3
515,843.6025185184535,3
516,845.3011851851202,2
517,846.999999999935,1
518,848.6989629628979,1
519,850.3980740740091,4
520,852.0973333332684,0
521,853.7967407406758,1
522,855.4962962962312,3
523,857.195999999935,3
524,858.8958518517868,1
525,860.5958518517868,0
526,862.2959999999349,2
527,863.9962962962313,1
528,865.6967407406758,1
529,867.3973333332683,1
530,869.098074074009,1
531,870.7989629628979,1
532,872.499999999935,2
533,874.2011851851202,1
534,875.9025185184535,0
535,877.603999999935,0
536,879.3056296295647,5
537,881.0074074073424,4
538,882.7093333332683,3
539,884.4114074073424,2
540,886.1136296295647,4
541,887.815999999935,0
542,889.5185185184534,3
543,891.2211851851202,1
544,892.9239999999351,1
545,894.6269629628979,3
546,896.3300740740091,2
547,898.0333333332684,1
548,899.7367407406757,4
549,901.4402962962313,0
550,903.143999999935,0
551,904.8478518517869,1
552,906.5518518517868,0
553,908.2559999999349,0
554,909.9602962962313,1
555,911.6647407406758,3
556,913.3693333332683,2
557,915.0740740740091,2
558,916.7789629628979,2
559,918.483999999935,0
560,920.1891851851201,2
561,921.8945185184535,3
562,923.599999999935,2
563,925.3056296295646,2
564,927.0114074073424,2
565,928.7173333332684,2
566,930.4234074073424,5
567,932.1296296295645,2
568,933.835999999935,1
569,935.5425185184536,4
570,937.2491851851203,2
571,938.955999999935,2
572,940.662962962898,2
573,942.370074074009,1
574,944.0773333332684,1
575,945.7847407406757,0
576,947.4922962962313,2
577,949.199999999935,4
578,950.9078518517867,0
579,952.6158518517868,1
580,954.323999999935,0
581,956.0322962962313,0
582,957.7407407406757,1
583,959.4493333332683,2
584,961.158074074009,2
585,962.866962962898,4
586,964.575999999935,3
587,966.2851851851202,0
588,967.9945185184536,2
589,969.703999999935,1
590,971.4136296295646,3
591,973.1234074073424,0
592,974.8333333332683,0
593,976.5434074073423,0
594,978.2536296295646,3
595,979.963999999935,1
596,981.6745185184535,1
597,983.3851851851201,1
598,985.095999999935,1
599,986.806962962898,2
600,988.5180740740091,0
601,990.2293333332683,0
602,991.9407407406757,1
603,993.6522962962313,1
604,995.363999999935,0
605,997.0758518517868,1
606,998.7878518517869,0
607,1000.499999999935,2
608,1002.2122962962312,1
609,1003.9247407406757,3
610,1005.6373333332683,0
611,1007.3500740740091,1
612,1009.0629629628979,3
613,1010.7759999999349,2
614,1012.4891851851203,0
615,1014.2025185184536,2
616,1015.9159999999349,1
617,1017.6296296295645,1
618,1019.3434074073425,0
619,1021.0573333332684,1
620,1022.7714074073424,1
621,1024.4856296295645,2
622,1026.199999999935,3
623,1027.9145185184536,2
624,1029.6291851851201,0
625,1031.343999999935,2
626,1033.058962962898,1
627,1034.774074074009,4
628,1036.4893333332684,0
629,1038.2047407406758,2
630,1039.9202962962313,0
631,1041.635999999935,0
632,1043.351851851787,1
633,1045.0678518517868,2
634,1046.783999999935,2
635,1048.5002962962315,1
636,1050.2167407406757,2
637,1051.9333333332681,3
638,1053.650074074009,2
639,1055.366962962898,0
640,1057.083999999935,3
641,1058.8011851851202,1
642,1060.5185185184537,0
643,1062.235999999935,1
644,1063.9536296295646,1
645,1065.6714074073423,1
646,1067.3893333332683,1
647,1069.1074074073424,3
648,1070.8256296295647,4
649,1072.543999999935,0
650,1074.2625185184536,2
651,1075.9811851851202,1
652,1077.6999999999348,0
653,1079.418962962898,1
654,1081.138074074009,1
655,1082.8573333332683,0
656,1084.5767407406759,2
657,1086.2962962962313,3
658,1088.015999999935,2
659,1089.7358518517867,1
660,1091.4558518517867,1
661,1093.175999999935,1
662,1094.8962962962312,1
663,1096.6167407406758,2
664,1098.3373333332684,1
665,1100.058074074009,0
666,1101.778962962898,2
667,1103.499999999935,0
668,1105.22118518512,1
669,1106.9425185184534,3
670,1108.663999999935,1
671,1110.3856296295646,2
672,1112.1074074073424,1
673,1113.8293333332683,1
674,1115.5514074073424,2
675,1117.2736296295645,0
676,1118.9959999999348,1
677,1120.7185185184535,3
678,1122.4411851851203,3
679,1124.163999999935,1
680,1125.886962962898,2
681,1127.6100740740092,1
682,1129.3333333332682,3
683,1131.0567407406757,1
684,1132.7802962962312,0
685,1134.5039999999349,2
686,1136.227851851787,2
687,1137.9518518517868,2
688,1139.6759999999351,2
689,1141.400296296231,3
690,1143.1247407406756,2
691,1144.8493333332683,3
692,1146.574074074009,2
693,1148.298962962898,2
694,1150.023999999935,3
695,1151.7491851851203,2
696,1153.4745185184536,3
697,1155.1999999999348,3
698,1156.9256296295646,1
699,1158.6514074073423,1
700,1160.3773333332683,2
701,1162.1034074073425,0
702,1163.8296296295646,4
703,1165.555999999935,0
704,1167.2825185184533,1
705,1169.00918518512,3
706,1170.7359999999348,2
707,1172.462962962898,2
708,1174.190074074009,1
709,1175.9173333332683,1
710,1177.6447407406758,1
711,1179.3722962962313,1
712,1181.0999999999349,1
713,1182.8278518517868,1
714,1184.5558518517869,1
715,1186.283999999935,2
716,1188.0122962962314,1
717,1189.7407407406758,1
718,1191.4693333332684,0
719,1193.1980740740091,1
720,1194.926962962898,1
721,1196.655999999935,0
722,1198.3851851851202,5
723,1200.1145185184535,5
724,1201.843999999935,0
725,1203.5736296295647,1
726,1205.3034074073425,2
727,1207.0333333332683,2
728,1208.7634074073424,1
729,1210.4936296295646,2
730,1212.223999999935,2
731,1213.9545185184536,0
732,1215.6851851851202,0
733,1217.4159999999351,1
734,1219.146962962898,1
735,1220.878074074009,0
736,1222.6093333332683,2
737,1224.3407407406758,1
738,1226.0722962962313,0
739,1227.803999999935,0
740,1229.535851851787,0
741,1231.2678518517869,4
742,1232.999999999935,0
743,1234.7322962962312,2
744,1236.4647407406758,1
745,1238.1973333332683,1
746,1239.930074074009,1
747,1241.662962962898,2
748,1243.3959999999352,0
749,1245.1291851851204,1
750,1246.8625185184535,0
751,1248.595999999935,2
752,1250.3296296295646,0
753,1252.0634074073423,0
754,1253.7973333332684,0
755,1255.5314074073424,0
756,1257.2656296295647,5
757,1258.999999999935,1
758,1260.7345185184533,1
759,1262.46918518512,2
760,1264.203999999935,1
761,1265.938962962898,3
762,1267.674074074009,1
763,1269.4093333332685,0
764,1271.1447407406758,5
765,1272.880296296231,2
766,1274.615999999935,3
767,1276.3518518517867,1
768,1278.0878518517868,3
769,1279.823999999935,3
770,1281.5602962962314,2
771,1283.296740740676,0
772,1285.0333333332683,1
773,1286.770074074009,0
774,1288.506962962898,1
775,1290.2439999999349,2
776,1291.9811851851202,3
777,1293.7185185184535,4
778,1295.455999999935,2
779,1297.1936296295648,2
780,1298.9314074073422,3
781,1300.6693333332682,1
782,1302.4074074073424,2
783,1304.1456296295646,1
784,1305.883999999935,3
785,1307.6225185184535,1
786,1309.3611851851203,0
787,1311.0999999999349,3
788,1312.8389629628978,2
789,1314.578074074009,2
790,1316.3173333332684,0
791,1318.0567407406757,0
792,1319.7962962962313,0
793,1321.535999999935,1
794,1323.275851851787,1
795,1325.0158518517867,2
796,1326.7559999999348,2
797,1328.4962962962313,1
798,1330.2367407406757,0
799,1331.9773333332685,1
800,1333.718074074009,2
801,1335.458962962898,1
802,1337.1999999999348,0
803,1338.94118518512,4
804,1340.6825185184534,1
805,1342.423999999935,0
806,1344.1656296295646,1
807,1345.9074074073424,0
808,1347.6493333332685,0
809,1349.3914074073425,0
810,1351.1336296295644,1
811,1352.875999999935,0
812,1354.6185185184536,0
813,1356.3611851851201,0
814,1358.103999999935,0
815,1359.846962962898,1
816,1361.5900740740092,0
817,1363.3333333332682,1
818,1365.0767407406756,1
819,1366.8202962962312,1
820,1368.563999999935,1
821,1370.3078518517868,1
822,1372.051851851787,0
823,1373.795999999935,0
824,1375.5402962962314,0
825,1377.2847407406757,0
826,1379.0293333332684,0
827,1380.7740740740091,1
828,1382.518962962898,0
829,1384.263999999935,0
830,1386.0091851851203,0
831,1387.7545185184536,0
832,1389.4999999999352,1
833,1391.2456296295645,0
834,1392.9914074073424,0
835,1394.7373333332682,0
836,1396.4834074073424,1
837,1398.2296296295647,0
838,1399.975999999935,0
839,1401.7225185184536,0
840,1403.46918518512,1
841,1405.2159999999349,0
842,1406.962962962898,0
843,1408.710074074009,1
844,1410.4573333332683,0
845,1412.2047407406758,0
846,1413.9522962962315,2
847,1415.699999999935,1
848,1417.4478518517867,0
849,1419.1958518517868,0
850,1420.943999999935,0
851,1422.6922962962312,0
852,1424.4407407406757,0
853,1426.1893333332685,0
854,1427.9380740740091,0
855,1429.686962962898,0
856,1431.435999999935,1
857,1433.1851851851202,0
858,1434.9345185184536,0
859,1436.683999999935,0
860,1438.4336296295646,0
861,1440.1834074073424,1
862,1441.9333333332684,0
863,1443.6834074073422,0
864,1445.4336296295646,0
865,1447.183999999935,1
866,1448.9345185184536,0
867,1450.6851851851202,0
868,1452.4359999999351,1
869,1454.186962962898,0
870,1455.938074074009,0
871,1457.6893333332682,0
872,1459.4407407406757,0
873,1461.1922962962312,0
874,1462.943999999935,1
875,1464.695851851787,0
876,1466.447851851787,0
877,1468.199999999935,1
878,1469.9522962962312,1
879,1471.7047407406758,0
880,1473.4573333332683,0
881,1475.210074074009,0
882,1476.962962962898,0
883,1478.715999999935,0
884,1480.4691851851203,0
885,1482.2225185184534,1
886,1483.9759999999349,0
887,1485.7296296295647,1
888,1487.4834074073424,0
889,1489.2373333332685,1
890,1490.9914074073424,0
891,1492.7456296295647,0
892,1494.4999999999352,0
893,1496.2545185184533,0
894,1498.00918518512,0
895,1499.7639999999349,0
896,1501.518962962898,0
897,1503.2740740740091,0
898,1505.0293333332684,0
899,1506.7847407406757,1
900,1508.5402962962312,0
901,1510.295999999935,0
902,1512.0518518517868,0
903,1513.8078518517868,0
904,1515.563999999935,1
905,1517.3202962962314,0
906,1519.0767407406759,0
907,1520.8333333332685,0
908,1522.590074074009,0
909,1524.3469629628978,2
910,1526.103999999935,0
911,1527.8611851851201,0
912,1529.6185185184536,1
913,1531.3759999999352,0
914,1533.1336296295647,0
915,1534.8914074073423,0
916,1536.6493333332683,0
917,1538.4074074073424,0
918,1540.1656296295646,0
919,1541.923999999935,0
920,1543.6825185184537,0
921,1545.4411851851203,0
922,1547.199999999935,0
923,1548.9589629628979,0
924,1550.718074074009,0
925,1552.4773333332682,0
926,1554.2367407406757,0
927,1555.9962962962313,0
928,1557.755999999935,0
929,1559.515851851787,0
930,1561.2758518517867,0
931,1563.035999999935,1
932,1564.7962962962313,0
933,1566.5567407406757,1
934,1568.3173333332684,0
935,1570.0780740740092,0
936,1571.838962962898,0
937,1573.599999999935,0
938,1575.3611851851201,0
939,1577.1225185184535,0
940,1578.883999999935,0
941,1580.6456296295646,0
942,1582.4074074073424,0
943,1584.1693333332685,0
944,1585.9314074073425,0
945,1587.6936296295646,0
946,1589.4559999999349,0
947,1591.2185185184535,1
948,1592.9811851851202,0
949,1594.743999999935,0
950,1596.506962962898,0
951,1598.2700740740092,0
952,1600.0333333332685,0
953,1601.7967407406757,0
954,1603.5602962962312,0
955,1605.323999999935,0
956,1607.0878518517868,0
957,1608.851851851787,0
958,1610.615999999935,0
959,1612.3802962962313,1
960,1614.1447407406756,0
961,1615.9093333332683,0
962,1617.674074074009,0
963,1619.438962962898,0
964,1621.203999999935,0
965,1622.9691851851203,0
966,1624.7345185184536,0
967,1626.4999999999352,0
968,1628.2656296295645,0
969,1630.0314074073424,0
970,1631.7973333332684,0
971,1633.5634074073423,0
972,1635.3296296295646,0
973,1637.095999999935,0
974,1638.8625185184535,0
975,1640.6291851851204,0
976,1642.395999999935,0
977,1644.1629629628978,0
978,1645.930074074009,0
979,1647.6973333332683,0
980,1649.4647407406758,0
981,1651.2322962962314,0
982,1652.9999999999352,0
983,1654.7678518517869,0
984,1656.535851851787,0
985,1658.303999999935,0
986,1660.0722962962313,1
987,1661.8407407406758,0
988,1663.6093333332683,0
989,1665.3780740740092,0
990,1667.146962962898,0
991,1668.915999999935,0
992,1670.6851851851202,1
993,1672.4545185184536,0
994,1674.223999999935,0
995,1675.9936296295646,0
996,1677.7634074073426,1
997,1679.5333333332685,0
998,1681.3034074073423,0
999,1683.0736296295645,0
1000,1684.843999999935,0
1001,1686.6145185184535,1
1002,1688.3851851851202,0
1003,1690.1559999999351,0
1004,1691.926962962898,0
1005,1693.6980740740091,0
1006,1695.4693333332682,0
1007,1697.2407407406756,0
1008,1699.0122962962312,0
1009,1700.783999999935,0
1010,1702.5558518517869,0
1011,1704.3278518517868,0
1012,1706.099999999935,0
1013,1707.8722962962313,0
1014,1709.6447407406756,0
1015,1711.4173333332683,0
1016,1713.190074074009,0
1017,1714.962962962898,0
1018,1716.735999999935,0
1019,1718.5091851851203,0
1020,1720.2825185184536,0
1021,1722.055999999935,0
1022,1723.8296296295646,0
1023,1725.6034074073423,0
